Actual values,Predicted values 
"[14.968000411987305, 15.543999671936035, 15.312000274658203, 15.121999740600586, 14.968000411987305, 15.397000312805176, 15.510000228881836, 15.567999839782715, 15.333000183105469, 15.041999816894531, 15.244999885559082, 15.48799991607666, 15.211000442504883, 15.064000129699707, 15.095999717712402, 15.168000221252441, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.968000411987305, 15.543999671936035, 15.295999526977539, 15.109000205993652, 14.996999740600586, 15.427000045776367, 15.510000228881836, 15.567999839782715, 15.333000183105469, 15.057999610900879, 15.244999885559082, 15.48799991607666, 15.211000442504883, 15.064000129699707, 15.125, 15.168000221252441, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.543999671936035, 15.295999526977539, 15.109000205993652, 14.996999740600586, 15.427000045776367, 15.510000228881836, 15.567999839782715, 15.333000183105469, 15.057999610900879, 15.244999885559082, 15.48799991607666, 15.211000442504883, 15.064000129699707, 15.125, 15.168000221252441, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.543999671936035, 15.295999526977539, 15.109000205993652, 14.996999740600586, 15.427000045776367, 15.510000228881836, 15.567999839782715, 15.333000183105469, 15.057999610900879, 15.244999885559082, 15.48799991607666, 15.211000442504883, 15.064000129699707, 15.125, 15.168000221252441, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.543999671936035, 15.295999526977539, 15.109000205993652, 14.996999740600586, 15.427000045776367, 15.510000228881836, 15.567999839782715, 15.319999694824219, 15.057999610900879, 15.244999885559082, 15.48799991607666, 15.211000442504883, 15.064000129699707, 15.125, 15.154000282287598, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.543999671936035, 15.295999526977539, 15.109000205993652, 14.996999740600586, 15.427000045776367, 15.482999801635742, 15.567999839782715, 15.319999694824219, 15.057999610900879, 15.274999618530273, 15.475000381469727, 15.223999977111816, 15.064000129699707, 15.125, 15.154000282287598, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.312000274658203, 15.121999740600586, 14.996999740600586, 15.454000473022461, 15.482999801635742, 15.567999839782715, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.475000381469727, 15.223999977111816, 15.064000129699707, 15.125, 15.154000282287598, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.312000274658203, 15.121999740600586, 14.996999740600586, 15.454000473022461, 15.482999801635742, 15.567999839782715, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.475000381469727, 15.223999977111816, 15.064000129699707, 15.125, 15.154000282287598, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.312000274658203, 15.121999740600586, 14.996999740600586, 15.454000473022461, 15.482999801635742, 15.538999557495117, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.475000381469727, 15.223999977111816, 15.064000129699707, 15.125, 15.154000282287598, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.312000274658203, 15.121999740600586, 14.996999740600586, 15.454000473022461, 15.482999801635742, 15.538999557495117, 15.333000183105469, 15.071999549865723, 15.274999618530273, 15.475000381469727, 15.223999977111816, 15.064000129699707, 15.125, 15.154000282287598, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.312000274658203, 15.121999740600586, 14.996999740600586, 15.454000473022461, 15.482999801635742, 15.538999557495117, 15.333000183105469, 15.071999549865723, 15.244999885559082, 15.475000381469727, 15.223999977111816, 15.064000129699707, 15.125, 15.140999794006348, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.282999992370605, 15.121999740600586, 15.026000022888184, 15.41100025177002, 15.482999801635742, 15.538999557495117, 15.333000183105469, 15.071999549865723, 15.244999885559082, 15.48799991607666, 15.168000221252441, 15.07699966430664, 15.152000427246094, 15.140999794006348, 15.253000259399414]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.282999992370605, 15.121999740600586, 15.026000022888184, 15.41100025177002, 15.482999801635742, 15.538999557495117, 15.333000183105469, 15.071999549865723, 15.244999885559082, 15.48799991607666, 15.168000221252441, 15.07699966430664, 15.152000427246094, 15.140999794006348, 15.253000259399414]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.282999992370605, 15.121999740600586, 15.026000022888184, 15.41100025177002, 15.482999801635742, 15.567999839782715, 15.333000183105469, 15.071999549865723, 15.244999885559082, 15.48799991607666, 15.168000221252441, 15.07699966430664, 15.152000427246094, 15.140999794006348, 15.253000259399414]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.282999992370605, 15.121999740600586, 15.026000022888184, 15.41100025177002, 15.482999801635742, 15.567999839782715, 15.333000183105469, 15.071999549865723, 15.244999885559082, 15.48799991607666, 15.168000221252441, 15.07699966430664, 15.152000427246094, 15.140999794006348, 15.253000259399414]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.282999992370605, 15.121999740600586, 15.026000022888184, 15.41100025177002, 15.496000289916992, 15.567999839782715, 15.333000183105469, 15.071999549865723, 15.244999885559082, 15.48799991607666, 15.168000221252441, 15.07699966430664, 15.152000427246094, 15.168000221252441, 15.253000259399414]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.269000053405762, 15.13599967956543, 15.026000022888184, 15.397000312805176, 15.496000289916992, 15.567999839782715, 15.333000183105469, 15.057999610900879, 15.244999885559082, 15.503999710083008, 15.180999755859375, 15.07699966430664, 15.152000427246094, 15.168000221252441, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.269000053405762, 15.13599967956543, 15.026000022888184, 15.397000312805176, 15.496000289916992, 15.567999839782715, 15.333000183105469, 15.057999610900879, 15.244999885559082, 15.503999710083008, 15.180999755859375, 15.07699966430664, 15.137999534606934, 15.168000221252441, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.269000053405762, 15.13599967956543, 15.026000022888184, 15.397000312805176, 15.496000289916992, 15.555000305175781, 15.333000183105469, 15.057999610900879, 15.244999885559082, 15.503999710083008, 15.180999755859375, 15.07699966430664, 15.137999534606934, 15.168000221252441, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.269000053405762, 15.13599967956543, 15.026000022888184, 15.397000312805176, 15.496000289916992, 15.555000305175781, 15.319999694824219, 15.057999610900879, 15.244999885559082, 15.503999710083008, 15.180999755859375, 15.07699966430664, 15.137999534606934, 15.168000221252441, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.527999877929688, 15.269000053405762, 15.13599967956543, 15.026000022888184, 15.397000312805176, 15.496000289916992, 15.555000305175781, 15.319999694824219, 15.057999610900879, 15.26099967956543, 15.503999710083008, 15.180999755859375, 15.07699966430664, 15.137999534606934, 15.180999755859375, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.501999855041504, 15.295999526977539, 15.109000205993652, 15.026000022888184, 15.397000312805176, 15.496000289916992, 15.555000305175781, 15.319999694824219, 15.071999549865723, 15.26099967956543, 15.503999710083008, 15.211000442504883, 15.07699966430664, 15.137999534606934, 15.180999755859375, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[14.994000434875488, 15.501999855041504, 15.295999526977539, 15.109000205993652, 15.026000022888184, 15.427000045776367, 15.496000289916992, 15.555000305175781, 15.319999694824219, 15.071999549865723, 15.26099967956543, 15.503999710083008, 15.211000442504883, 15.07699966430664, 15.152000427246094, 15.180999755859375, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.036999702453613, 15.501999855041504, 15.295999526977539, 15.109000205993652, 15.026000022888184, 15.427000045776367, 15.496000289916992, 15.555000305175781, 15.319999694824219, 15.071999549865723, 15.26099967956543, 15.503999710083008, 15.211000442504883, 15.07699966430664, 15.152000427246094, 15.180999755859375, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.036999702453613, 15.501999855041504, 15.295999526977539, 15.109000205993652, 15.026000022888184, 15.427000045776367, 15.496000289916992, 15.555000305175781, 15.333000183105469, 15.071999549865723, 15.26099967956543, 15.503999710083008, 15.211000442504883, 15.07699966430664, 15.152000427246094, 15.180999755859375, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.036999702453613, 15.501999855041504, 15.295999526977539, 15.109000205993652, 15.026000022888184, 15.427000045776367, 15.482999801635742, 15.555000305175781, 15.333000183105469, 15.071999549865723, 15.26099967956543, 15.503999710083008, 15.211000442504883, 15.07699966430664, 15.152000427246094, 15.168000221252441, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.036999702453613, 15.501999855041504, 15.295999526977539, 15.109000205993652, 15.026000022888184, 15.427000045776367, 15.482999801635742, 15.555000305175781, 15.333000183105469, 15.071999549865723, 15.244999885559082, 15.503999710083008, 15.194999694824219, 15.07699966430664, 15.152000427246094, 15.168000221252441, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.036999702453613, 15.527999877929688, 15.269000053405762, 15.109000205993652, 15.010000228881836, 15.41100025177002, 15.482999801635742, 15.555000305175781, 15.333000183105469, 15.071999549865723, 15.244999885559082, 15.503999710083008, 15.194999694824219, 15.07699966430664, 15.152000427246094, 15.168000221252441, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.008000373840332, 15.527999877929688, 15.269000053405762, 15.109000205993652, 15.010000228881836, 15.41100025177002, 15.482999801635742, 15.555000305175781, 15.333000183105469, 15.071999549865723, 15.244999885559082, 15.503999710083008, 15.194999694824219, 15.07699966430664, 15.152000427246094, 15.168000221252441, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.008000373840332, 15.527999877929688, 15.269000053405762, 15.109000205993652, 15.010000228881836, 15.41100025177002, 15.482999801635742, 15.538999557495117, 15.319999694824219, 15.071999549865723, 15.244999885559082, 15.503999710083008, 15.194999694824219, 15.07699966430664, 15.152000427246094, 15.168000221252441, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.008000373840332, 15.527999877929688, 15.269000053405762, 15.109000205993652, 15.010000228881836, 15.41100025177002, 15.496000289916992, 15.538999557495117, 15.319999694824219, 15.071999549865723, 15.244999885559082, 15.503999710083008, 15.194999694824219, 15.07699966430664, 15.152000427246094, 15.168000221252441, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.008000373840332, 15.527999877929688, 15.269000053405762, 15.121999740600586, 15.010000228881836, 15.41100025177002, 15.496000289916992, 15.538999557495117, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.503999710083008, 15.194999694824219, 15.07699966430664, 15.152000427246094, 15.168000221252441, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.008000373840332, 15.527999877929688, 15.282999992370605, 15.121999740600586, 15.026000022888184, 15.41100025177002, 15.496000289916992, 15.538999557495117, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.503999710083008, 15.211000442504883, 15.07699966430664, 15.137999534606934, 15.168000221252441, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.036999702453613, 15.527999877929688, 15.282999992370605, 15.121999740600586, 15.026000022888184, 15.41100025177002, 15.496000289916992, 15.538999557495117, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.503999710083008, 15.211000442504883, 15.07699966430664, 15.137999534606934, 15.168000221252441, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.036999702453613, 15.527999877929688, 15.282999992370605, 15.121999740600586, 15.026000022888184, 15.41100025177002, 15.496000289916992, 15.538999557495117, 15.303999900817871, 15.071999549865723, 15.274999618530273, 15.503999710083008, 15.211000442504883, 15.07699966430664, 15.137999534606934, 15.168000221252441, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.036999702453613, 15.527999877929688, 15.282999992370605, 15.121999740600586, 15.026000022888184, 15.41100025177002, 15.482999801635742, 15.538999557495117, 15.303999900817871, 15.071999549865723, 15.274999618530273, 15.503999710083008, 15.211000442504883, 15.07699966430664, 15.137999534606934, 15.168000221252441, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.036999702453613, 15.527999877929688, 15.282999992370605, 15.121999740600586, 15.026000022888184, 15.41100025177002, 15.482999801635742, 15.538999557495117, 15.303999900817871, 15.071999549865723, 15.274999618530273, 15.503999710083008, 15.211000442504883, 15.07699966430664, 15.137999534606934, 15.168000221252441, 15.282999992370605]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.036999702453613, 15.543999671936035, 15.269000053405762, 15.121999740600586, 15.039999961853027, 15.41100025177002, 15.482999801635742, 15.538999557495117, 15.303999900817871, 15.085000038146973, 15.274999618530273, 15.531000137329102, 15.223999977111816, 15.07699966430664, 15.211000442504883, 15.168000221252441, 15.295999526977539]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.036999702453613, 15.543999671936035, 15.269000053405762, 15.121999740600586, 15.039999961853027, 15.41100025177002, 15.482999801635742, 15.538999557495117, 15.303999900817871, 15.085000038146973, 15.274999618530273, 15.531000137329102, 15.223999977111816, 15.07699966430664, 15.211000442504883, 15.168000221252441, 15.295999526977539]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.050000190734863, 15.543999671936035, 15.269000053405762, 15.121999740600586, 15.039999961853027, 15.41100025177002, 15.482999801635742, 15.538999557495117, 15.319999694824219, 15.085000038146973, 15.274999618530273, 15.531000137329102, 15.223999977111816, 15.07699966430664, 15.211000442504883, 15.168000221252441, 15.295999526977539]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.050000190734863, 15.543999671936035, 15.269000053405762, 15.121999740600586, 15.039999961853027, 15.41100025177002, 15.496000289916992, 15.538999557495117, 15.319999694824219, 15.085000038146973, 15.274999618530273, 15.531000137329102, 15.223999977111816, 15.07699966430664, 15.211000442504883, 15.168000221252441, 15.295999526977539]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.050000190734863, 15.543999671936035, 15.269000053405762, 15.13599967956543, 15.039999961853027, 15.41100025177002, 15.496000289916992, 15.538999557495117, 15.319999694824219, 15.085000038146973, 15.274999618530273, 15.531000137329102, 15.223999977111816, 15.07699966430664, 15.211000442504883, 15.196999549865723, 15.295999526977539]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.050000190734863, 15.527999877929688, 15.295999526977539, 15.13599967956543, 15.053000450134277, 15.41100025177002, 15.496000289916992, 15.538999557495117, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.543999671936035, 15.211000442504883, 15.104000091552734, 15.180999755859375, 15.196999549865723, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.050000190734863, 15.527999877929688, 15.295999526977539, 15.13599967956543, 15.053000450134277, 15.427000045776367, 15.496000289916992, 15.538999557495117, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.543999671936035, 15.211000442504883, 15.104000091552734, 15.180999755859375, 15.196999549865723, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.050000190734863, 15.527999877929688, 15.295999526977539, 15.13599967956543, 15.053000450134277, 15.427000045776367, 15.496000289916992, 15.567999839782715, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.543999671936035, 15.211000442504883, 15.104000091552734, 15.180999755859375, 15.196999549865723, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.050000190734863, 15.527999877929688, 15.295999526977539, 15.13599967956543, 15.053000450134277, 15.427000045776367, 15.482999801635742, 15.567999839782715, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.543999671936035, 15.211000442504883, 15.104000091552734, 15.180999755859375, 15.196999549865723, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.050000190734863, 15.527999877929688, 15.295999526977539, 15.13599967956543, 15.053000450134277, 15.427000045776367, 15.482999801635742, 15.567999839782715, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.543999671936035, 15.211000442504883, 15.104000091552734, 15.180999755859375, 15.196999549865723, 15.269000053405762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.050000190734863, 15.527999877929688, 15.295999526977539, 15.13599967956543, 15.039999961853027, 15.427000045776367, 15.482999801635742, 15.567999839782715, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.543999671936035, 15.237000465393066, 15.09000015258789, 15.211000442504883, 15.196999549865723, 15.312000274658203]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.050000190734863, 15.543999671936035, 15.295999526977539, 15.13599967956543, 15.039999961853027, 15.41100025177002, 15.482999801635742, 15.567999839782715, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.503999710083008, 15.237000465393066, 15.09000015258789, 15.211000442504883, 15.196999549865723, 15.312000274658203]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.093000411987305, 15.543999671936035, 15.295999526977539, 15.13599967956543, 15.039999961853027, 15.41100025177002, 15.482999801635742, 15.567999839782715, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.503999710083008, 15.237000465393066, 15.09000015258789, 15.211000442504883, 15.196999549865723, 15.312000274658203]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.093000411987305, 15.543999671936035, 15.295999526977539, 15.13599967956543, 15.039999961853027, 15.41100025177002, 15.510000228881836, 15.567999839782715, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.503999710083008, 15.237000465393066, 15.09000015258789, 15.211000442504883, 15.196999549865723, 15.312000274658203]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.093000411987305, 15.543999671936035, 15.295999526977539, 15.13599967956543, 15.039999961853027, 15.41100025177002, 15.510000228881836, 15.567999839782715, 15.319999694824219, 15.071999549865723, 15.274999618530273, 15.503999710083008, 15.237000465393066, 15.09000015258789, 15.211000442504883, 15.211000442504883, 15.312000274658203]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.093000411987305, 15.543999671936035, 15.295999526977539, 15.109000205993652, 15.039999961853027, 15.41100025177002, 15.510000228881836, 15.567999839782715, 15.319999694824219, 15.071999549865723, 15.288000106811523, 15.503999710083008, 15.237000465393066, 15.09000015258789, 15.223999977111816, 15.211000442504883, 15.312000274658203]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.093000411987305, 15.543999671936035, 15.295999526977539, 15.109000205993652, 15.065999984741211, 15.41100025177002, 15.510000228881836, 15.567999839782715, 15.319999694824219, 15.071999549865723, 15.288000106811523, 15.531000137329102, 15.25100040435791, 15.09000015258789, 15.223999977111816, 15.211000442504883, 15.312000274658203]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.093000411987305, 15.543999671936035, 15.295999526977539, 15.109000205993652, 15.065999984741211, 15.41100025177002, 15.510000228881836, 15.581999778747559, 15.319999694824219, 15.071999549865723, 15.288000106811523, 15.531000137329102, 15.25100040435791, 15.09000015258789, 15.223999977111816, 15.211000442504883, 15.312000274658203]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.093000411987305, 15.543999671936035, 15.295999526977539, 15.109000205993652, 15.065999984741211, 15.41100025177002, 15.510000228881836, 15.581999778747559, 15.333000183105469, 15.071999549865723, 15.288000106811523, 15.531000137329102, 15.25100040435791, 15.09000015258789, 15.223999977111816, 15.211000442504883, 15.312000274658203]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[15.093000411987305, 15.543999671936035, 15.295999526977539, 15.109000205993652, 15.065999984741211, 15.41100025177002, 15.526000022888184, 15.581999778747559, 15.333000183105469, 15.071999549865723, 15.288000106811523, 15.531000137329102, 15.25100040435791, 15.09000015258789, 15.223999977111816, 15.223999977111816, 15.312000274658203]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
