Total Topk Error Scores,Ground Values,,,,,
,,,,,,
1.708268283,0,,,,,
,,,,,,
1.387906586,1,,,,,
,,,,,,
1.150995086,0,,,,,
,,,,,,
1.037575718,0,,,,,
,,,,,,
0.945096604,0,,,,,
,,,,,,
0.649334109,1,,,,,
,,,,,,
0.699540969,0,,,,,
,,,,,,
0.784296998,1,,,,,
,,,,,,
0.877012314,0,,,,,
,,,,,,
1.017537681,0,,,,,
,,,,,,
0.891634701,1,,,,,
,,,,,,
0.819478746,0,,,,,
,,,,,,
0.366909731,0,,,,,
,,,,,,
0.515208399,0,,,,,
,,,,,,
0.300156412,0,,,,,
,,,,,,
0.165045233,0,,,,,
,,,,,,
-0.111569816,1,,,,,
,,,,,,
-0.066829918,1,,,,,
,,,,,,
0.242983036,0,,,,,
,,,,,,
0.975040254,1,,,,,
,,,,,,
1.427146435,0,,,,,
,,,,,,
1.577535936,0,,,,,
,,,,,,
1.42493984,0,,,,,
,,,,,,
0.772248041,0,,,,,
,,,,,,
0.348236122,0,,,,,
,,,,,,
-0.082174363,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.046992769,1,,,,,
,,,,,,
0.728153158,0,,,,,
,,,,,,
1.502089241,0,,,,,
,,,,,,
1.714632607,0,,,,,
,,,,,,
1.588269346,0,,,,,
,,,,,,
1.121229366,0,,,,,
,,,,,,
0.446128396,0,,,,,
,,,,,,
-0.041132574,0,,,,,
,,,,,,
-0.16018567,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.241214631,0,,,,,
,,,,,,
-0.077491678,0,,,,,
,,,,,,
-0.011204339,0,,,,,
,,,,,,
-0.104631711,0,,,,,
,,,,,,
-0.224114583,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.208278416,0,,,,,
,,,,,,
-0.074581423,0,,,,,
,,,,,,
0.058780769,0,,,,,
,,,,,,
0.112692462,0,,,,,
,,,,,,
-0.058914363,0,,,,,
,,,,,,
-0.192611356,0,,,,,
,,,,,,
-0.267086378,1,,,,,
,,,,,,
-0.006840574,0,,,,,
,,,,,,
0.309782634,0,,,,,
,,,,,,
0.534626461,0,,,,,
,,,,,,
0.591100701,0,,,,,
,,,,,,
0.391169205,0,,,,,
,,,,,,
0.074545997,0,,,,,
,,,,,,
-0.15029783,0,,,,,
,,,,,,
-0.211489163,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
0.177209231,1,,,,,
,,,,,,
1.120921046,0,,,,,
,,,,,,
1.848215854,0,,,,,
,,,,,,
1.965465491,0,,,,,
,,,,,,
1.622573583,1,,,,,
,,,,,,
1.586284327,0,,,,,
,,,,,,
1.386100121,1,,,,,
,,,,,,
1.777686305,0,,,,,
,,,,,,
1.922257885,1,,,,,
,,,,,,
1.726931106,0,,,,,
,,,,,,
1.577208746,1,,,,,
,,,,,,
1.491364077,0,,,,,
,,,,,,
1.299508321,0,,,,,
,,,,,,
1.181258976,1,,,,,
,,,,,,
0.997370559,1,,,,,
,,,,,,
0.678353801,0,,,,,
,,,,,,
0.471762232,0,,,,,
,,,,,,
0.267356471,1,,,,,
,,,,,,
0.080515905,0,,,,,
,,,,,,
0.018524672,1,,,,,
,,,,,,
0.166120069,0,,,,,
,,,,,,
0.28006107,1,,,,,
,,,,,,
0.491368812,0,,,,,
,,,,,,
0.57475784,0,,,,,
,,,,,,
0.619676557,0,,,,,
,,,,,,
0.679265751,0,,,,,
,,,,,,
0.455631302,0,,,,,
,,,,,,
0.109341462,0,,,,,
,,,,,,
-0.14065336,0,,,,,
,,,,,,
-0.205483768,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.131319719,0,,,,,
,,,,,,
0.066182273,0,,,,,
,,,,,,
0.190609665,1,,,,,
,,,,,,
0.668283616,0,,,,,
,,,,,,
0.941942275,1,,,,,
,,,,,,
1.796157569,1,,,,,
,,,,,,
1.838270926,1,,,,,
,,,,,,
1.832868002,0,,,,,
,,,,,,
1.571561646,0,,,,,
,,,,,,
0.952191731,0,,,,,
,,,,,,
0.592186913,0,,,,,
,,,,,,
0.124957888,0,,,,,
,,,,,,
-0.072544103,0,,,,,
,,,,,,
-0.196971455,1,,,,,
,,,,,,
-0.060295525,0,,,,,
,,,,,,
0.162867147,0,,,,,
,,,,,,
0.403562774,1,,,,,
,,,,,,
0.485281451,1,,,,,
,,,,,,
0.294934002,0,,,,,
,,,,,,
0.514341844,0,,,,,
,,,,,,
0.776768557,0,,,,,
,,,,,,
1.053867399,0,,,,,
,,,,,,
0.729056646,1,,,,,
,,,,,,
0.40216166,0,,,,,
,,,,,,
0.326711322,0,,,,,
,,,,,,
0.226295463,1,,,,,
,,,,,,
0.71916966,1,,,,,
,,,,,,
1.064464663,1,,,,,
,,,,,,
1.927475082,0,,,,,
,,,,,,
2.430640084,1,,,,,
,,,,,,
2.771028855,0,,,,,
,,,,,,
2.669299101,0,,,,,
,,,,,,
1.895567733,1,,,,,
,,,,,,
1.53433901,1,,,,,
,,,,,,
1.21327941,1,,,,,
,,,,,,
1.492129774,1,,,,,
,,,,,,
2.164926307,0,,,,,
,,,,,,
2.383835572,0,,,,,
,,,,,,
2.26261598,1,,,,,
,,,,,,
1.870280406,0,,,,,
,,,,,,
1.099228898,0,,,,,
,,,,,,
0.60112135,1,,,,,
,,,,,,
0.223915642,1,,,,,
,,,,,,
0.5268635,0,,,,,
,,,,,,
1.050166914,0,,,,,
,,,,,,
1.139174338,0,,,,,
,,,,,,
0.915201704,0,,,,,
,,,,,,
0.637482022,0,,,,,
,,,,,,
0.081879419,0,,,,,
,,,,,,
-0.211568677,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
0.102263333,0,,,,,
,,,,,,
0.481346499,0,,,,,
,,,,,,
0.854015313,0,,,,,
,,,,,,
1.013621578,0,,,,,
,,,,,,
0.593475947,1,,,,,
,,,,,,
0.290953262,0,,,,,
,,,,,,
-0.04845816,0,,,,,
,,,,,,
0.081092672,0,,,,,
,,,,,,
0.1359586,0,,,,,
,,,,,,
0.009696227,0,,,,,
,,,,,,
-0.144702762,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.046637522,0,,,,,
,,,,,,
0.266526178,0,,,,,
,,,,,,
0.462332805,1,,,,,
,,,,,,
0.929418576,0,,,,,
,,,,,,
1.174248866,0,,,,,
,,,,,,
1.28416704,0,,,,,
,,,,,,
1.223922945,0,,,,,
,,,,,,
0.875712843,0,,,,,
,,,,,,
0.405716605,0,,,,,
,,,,,,
-0.017365269,1,,,,,
,,,,,,
0.128848629,0,,,,,
,,,,,,
0.399076133,0,,,,,
,,,,,,
0.64875608,0,,,,,
,,,,,,
0.717244408,0,,,,,
,,,,,,
0.501699836,1,,,,,
,,,,,,
0.302612977,1,,,,,
,,,,,,
0.591934642,1,,,,,
,,,,,,
1.415204528,0,,,,,
,,,,,,
1.529373607,0,,,,,
,,,,,,
1.417851682,0,,,,,
,,,,,,
1.20450476,0,,,,,
,,,,,,
0.578419551,0,,,,,
,,,,,,
0.130820924,1,,,,,
,,,,,,
0.078913261,1,,,,,
,,,,,,
0.474268772,0,,,,,
,,,,,,
0.892398228,1,,,,,
,,,,,,
1.282604139,1,,,,,
,,,,,,
1.835090783,1,,,,,
,,,,,,
2.112757818,1,,,,,
,,,,,,
2.384892404,0,,,,,
,,,,,,
2.312964911,0,,,,,
,,,,,,
1.964156089,1,,,,,
,,,,,,
1.681813182,1,,,,,
,,,,,,
1.264288452,0,,,,,
,,,,,,
1.19634152,1,,,,,
,,,,,,
1.738137654,0,,,,,
,,,,,,
1.786943033,1,,,,,
,,,,,,
2.555818384,0,,,,,
,,,,,,
2.231586863,0,,,,,
,,,,,,
1.919829733,0,,,,,
,,,,,,
1.461415194,0,,,,,
,,,,,,
0.376923693,0,,,,,
,,,,,,
0.092257598,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.13615309,1,,,,,
,,,,,,
0.045319799,1,,,,,
,,,,,,
0.232274883,0,,,,,
,,,,,,
0.919120228,0,,,,,
,,,,,,
1.124602174,0,,,,,
,,,,,,
1.209453071,0,,,,,
,,,,,,
0.827058421,0,,,,,
,,,,,,
0.08062888,0,,,,,
,,,,,,
-0.129501157,1,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.144686588,0,,,,,
,,,,,,
-0.087604158,0,,,,,
,,,,,,
-0.164929168,1,,,,,
,,,,,,
0.15778248,0,,,,,
,,,,,,
0.723057802,0,,,,,
,,,,,,
1.096249265,0,,,,,
,,,,,,
1.215106556,0,,,,,
,,,,,,
0.89406636,1,,,,,
,,,,,,
0.582246584,0,,,,,
,,,,,,
0.556112013,1,,,,,
,,,,,,
0.671562852,0,,,,,
,,,,,,
0.957102559,1,,,,,
,,,,,,
1.151967359,0,,,,,
,,,,,,
1.346746992,0,,,,,
,,,,,,
1.212984733,0,,,,,
,,,,,,
0.983905356,0,,,,,
,,,,,,
0.665787196,0,,,,,
,,,,,,
0.21135401,1,,,,,
,,,,,,
0.002327756,1,,,,,
,,,,,,
0.110026637,0,,,,,
,,,,,,
0.318188818,0,,,,,
,,,,,,
0.394502937,0,,,,,
,,,,,,
0.317640561,0,,,,,
,,,,,,
0.181285764,1,,,,,
,,,,,,
0.279914631,0,,,,,
,,,,,,
0.505227974,0,,,,,
,,,,,,
0.733825253,0,,,,,
,,,,,,
0.766059729,0,,,,,
,,,,,,
0.518429553,1,,,,,
,,,,,,
0.143518509,0,,,,,
,,,,,,
-0.050317785,0,,,,,
,,,,,,
0.020581818,1,,,,,
,,,,,,
0.138324923,0,,,,,
,,,,,,
0.16341196,0,,,,,
,,,,,,
0.327348346,0,,,,,
,,,,,,
0.247929099,1,,,,,
,,,,,,
0.135421231,0,,,,,
,,,,,,
0.278153886,0,,,,,
,,,,,,
0.572737754,0,,,,,
,,,,,,
0.662988839,0,,,,,
,,,,,,
0.32592532,0,,,,,
,,,,,,
0.093112427,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.266562257,1,,,,,
,,,,,,
0.02339183,1,,,,,
,,,,,,
0.369681638,0,,,,,
,,,,,,
0.688345405,0,,,,,
,,,,,,
0.891022656,0,,,,,
,,,,,,
0.991156094,1,,,,,
,,,,,,
0.780620901,0,,,,,
,,,,,,
0.49034932,0,,,,,
,,,,,,
0.675513664,0,,,,,
,,,,,,
0.679265567,1,,,,,
,,,,,,
0.712812597,1,,,,,
,,,,,,
0.717772652,1,,,,,
,,,,,,
0.81622902,0,,,,,
,,,,,,
1.00543517,0,,,,,
,,,,,,
0.852980814,0,,,,,
,,,,,,
0.714352535,0,,,,,
,,,,,,
0.378925761,1,,,,,
,,,,,,
0.104870588,1,,,,,
,,,,,,
0.377435236,1,,,,,
,,,,,,
0.750345526,0,,,,,
,,,,,,
0.884844528,0,,,,,
,,,,,,
1.118484721,0,,,,,
,,,,,,
1.15970539,1,,,,,
,,,,,,
0.769460174,0,,,,,
,,,,,,
0.22365613,0,,,,,
,,,,,,
0.14001409,1,,,,,
,,,,,,
0.121097591,0,,,,,
,,,,,,
0.399076197,0,,,,,
,,,,,,
0.64875608,0,,,,,
,,,,,,
0.722485622,1,,,,,
,,,,,,
0.887671505,0,,,,,
,,,,,,
0.844858076,1,,,,,
,,,,,,
0.845172952,0,,,,,
,,,,,,
1.009824725,0,,,,,
,,,,,,
1.18284686,0,,,,,
,,,,,,
1.061978,0,,,,,
,,,,,,
0.334374104,1,,,,,
,,,,,,
0.013414611,0,,,,,
,,,,,,
0.220787204,0,,,,,
,,,,,,
0.485045883,1,,,,,
,,,,,,
0.576915259,1,,,,,
,,,,,,
0.53290639,0,,,,,
,,,,,,
0.710271265,0,,,,,
,,,,,,
0.547027524,0,,,,,
,,,,,,
0.633056808,1,,,,,
,,,,,,
0.58263743,0,,,,,
,,,,,,
0.405334202,0,,,,,
,,,,,,
0.294606812,0,,,,,
,,,,,,
0.292107751,0,,,,,
,,,,,,
0.114898767,0,,,,,
,,,,,,
-0.072287593,0,,,,,
,,,,,,
-0.196872175,0,,,,,
,,,,,,
-0.236875628,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.093715788,1,,,,,
,,,,,,
0.750914511,0,,,,,
,,,,,,
0.882600888,0,,,,,
,,,,,,
1.044625463,1,,,,,
,,,,,,
0.957575555,0,,,,,
,,,,,,
0.235452277,0,,,,,
,,,,,,
0.253928961,0,,,,,
,,,,,,
0.189032783,1,,,,,
,,,,,,
0.24892974,1,,,,,
,,,,,,
0.682130718,1,,,,,
,,,,,,
1.396854656,0,,,,,
,,,,,,
1.868048751,1,,,,,
,,,,,,
1.977433689,0,,,,,
,,,,,,
1.705310016,0,,,,,
,,,,,,
1.073556984,0,,,,,
,,,,,,
0.666589943,0,,,,,
,,,,,,
0.342437726,0,,,,,
,,,,,,
0.068335527,0,,,,,
,,,,,,
-0.171325381,0,,,,,
,,,,,,
-0.223969471,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
0.03783607,0,,,,,
,,,,,,
0.463874635,1,,,,,
,,,,,,
1.09067938,0,,,,,
,,,,,,
1.309312164,0,,,,,
,,,,,,
1.449610741,1,,,,,
,,,,,,
1.660004039,0,,,,,
,,,,,,
1.00463787,1,,,,,
,,,,,,
1.097352822,0,,,,,
,,,,,,
1.000519299,0,,,,,
,,,,,,
0.788028299,1,,,,,
,,,,,,
0.738688575,0,,,,,
,,,,,,
0.927707056,0,,,,,
,,,,,,
0.956360123,1,,,,,
,,,,,,
0.879156028,0,,,,,
,,,,,,
0.637018866,0,,,,,
,,,,,,
0.398323274,1,,,,,
,,,,,,
0.211320163,0,,,,,
,,,,,,
0.276557756,1,,,,,
,,,,,,
0.720296053,0,,,,,
,,,,,,
0.820009444,0,,,,,
,,,,,,
0.79788604,0,,,,,
,,,,,,
0.640702096,0,,,,,
,,,,,,
0.352270268,0,,,,,
,,,,,,
0.039607369,0,,,,,
,,,,,,
-0.159553743,1,,,,,
,,,,,,
-0.021917669,1,,,,,
,,,,,,
0.220787263,0,,,,,
,,,,,,
0.48840854,0,,,,,
,,,,,,
0.574757892,0,,,,,
,,,,,,
0.341144706,1,,,,,
,,,,,,
0.320828032,0,,,,,
,,,,,,
0.255655928,0,,,,,
,,,,,,
0.145619516,0,,,,,
,,,,,,
0.12721087,0,,,,,
,,,,,,
-0.046545257,0,,,,,
,,,,,,
-0.183782921,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.105085089,1,,,,,
,,,,,,
0.531164603,0,,,,,
,,,,,,
1.080767576,0,,,,,
,,,,,,
1.165738067,0,,,,,
,,,,,,
0.963772901,0,,,,,
,,,,,,
0.662347405,0,,,,,
,,,,,,
0.072705177,1,,,,,
,,,,,,
-0.21190647,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.144686593,0,,,,,
,,,,,,
-0.087604181,0,,,,,
,,,,,,
-0.164929222,0,,,,,
,,,,,,
-0.266055448,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.018747589,0,,,,,
,,,,,,
0.331939701,0,,,,,
,,,,,,
0.553001611,1,,,,,
,,,,,,
0.90638929,0,,,,,
,,,,,,
0.958542325,0,,,,,
,,,,,,
1.320539316,0,,,,,
,,,,,,
1.370293141,1,,,,,
,,,,,,
0.905710415,1,,,,,
,,,,,,
1.256992917,1,,,,,
,,,,,,
1.922912397,0,,,,,
,,,,,,
2.112040461,1,,,,,
,,,,,,
2.685730116,0,,,,,
,,,,,,
2.591408816,0,,,,,
,,,,,,
1.926416159,1,,,,,
,,,,,,
1.165619982,0,,,,,
,,,,,,
0.617888572,1,,,,,
,,,,,,
0.550742689,0,,,,,
,,,,,,
0.476452847,0,,,,,
,,,,,,
0.482970354,1,,,,,
,,,,,,
0.356380317,1,,,,,
,,,,,,
0.425675534,0,,,,,
,,,,,,
0.416625035,1,,,,,
,,,,,,
0.579302558,0,,,,,
,,,,,,
0.796884852,0,,,,,
,,,,,,
0.781593368,0,,,,,
,,,,,,
0.705709843,1,,,,,
,,,,,,
0.523846491,0,,,,,
,,,,,,
0.258691709,0,,,,,
,,,,,,
0.185115004,1,,,,,
,,,,,,
0.157077551,0,,,,,
,,,,,,
0.428694172,0,,,,,
,,,,,,
0.698109125,1,,,,,
,,,,,,
1.185573889,0,,,,,
,,,,,,
1.477033898,0,,,,,
,,,,,,
1.600118414,0,,,,,
,,,,,,
1.486649961,1,,,,,
,,,,,,
1.112070333,0,,,,,
,,,,,,
0.862362348,0,,,,,
,,,,,,
0.598361224,0,,,,,
,,,,,,
0.487352861,0,,,,,
,,,,,,
0.450390025,1,,,,,
,,,,,,
0.399295549,1,,,,,
,,,,,,
0.510176185,1,,,,,
,,,,,,
1.38104985,0,,,,,
,,,,,,
1.667788214,1,,,,,
,,,,,,
1.962079284,0,,,,,
,,,,,,
1.615447714,0,,,,,
,,,,,,
1.007794015,0,,,,,
,,,,,,
0.517523306,0,,,,,
,,,,,,
0.274516948,1,,,,,
,,,,,,
0.002967538,0,,,,,
,,,,,,
0.162867147,0,,,,,
,,,,,,
0.403562774,1,,,,,
,,,,,,
0.485281451,0,,,,,
,,,,,,
0.183763801,0,,,,,
,,,,,,
0.185583255,0,,,,,
,,,,,,
0.222966077,0,,,,,
,,,,,,
0.114898751,0,,,,,
,,,,,,
-0.072287609,0,,,,,
,,,,,,
-0.196872191,1,,,,,
,,,,,,
-0.063255414,0,,,,,
,,,,,,
0.162867073,0,,,,,
,,,,,,
0.403562672,0,,,,,
,,,,,,
0.482879521,1,,,,,
,,,,,,
0.273128283,0,,,,,
,,,,,,
0.180702759,0,,,,,
,,,,,,
0.073369325,0,,,,,
,,,,,,
0.046042698,0,,,,,
,,,,,,
-0.058914416,0,,,,,
,,,,,,
-0.192611379,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.018747605,0,,,,,
,,,,,,
0.327222561,1,,,,,
,,,,,,
0.636901325,0,,,,,
,,,,,,
1.093817143,0,,,,,
,,,,,,
1.30925553,0,,,,,
,,,,,,
1.214321789,0,,,,,
,,,,,,
0.604422158,0,,,,,
,,,,,,
0.177241683,1,,,,,
,,,,,,
0.11466513,0,,,,,
,,,,,,
0.370097005,0,,,,,
,,,,,,
0.534626429,1,,,,,
,,,,,,
0.591100661,0,,,,,
,,,,,,
0.391169133,1,,,,,
,,,,,,
0.309782747,0,,,,,
,,,,,,
0.391162548,1,,,,,
,,,,,,
0.693784974,0,,,,,
,,,,,,
0.839504007,0,,,,,
,,,,,,
0.755969111,0,,,,,
,,,,,,
0.717244352,0,,,,,
,,,,,,
0.50169982,1,,,,,
,,,,,,
0.112596583,0,,,,,
,,,,,,
-0.124658898,1,,,,,
,,,,,,
0.623967787,0,,,,,
,,,,,,
1.062180949,0,,,,,
,,,,,,
1.274289609,0,,,,,
,,,,,,
1.200398658,1,,,,,
,,,,,,
0.808185915,0,,,,,
,,,,,,
0.803788466,0,,,,,
,,,,,,
0.829576603,0,,,,,
,,,,,,
0.825663655,0,,,,,
,,,,,,
0.455631302,0,,,,,
,,,,,,
0.109341462,0,,,,,
,,,,,,
-0.14065336,1,,,,,
,,,,,,
-0.006266514,1,,,,,
,,,,,,
0.439498718,0,,,,,
,,,,,,
0.965124707,0,,,,,
,,,,,,
1.197543319,0,,,,,
,,,,,,
1.543769995,0,,,,,
,,,,,,
1.124813995,1,,,,,
,,,,,,
0.523101093,0,,,,,
,,,,,,
0.675916252,0,,,,,
,,,,,,
1.126888671,0,,,,,
,,,,,,
1.308760062,0,,,,,
,,,,,,
0.801010983,0,,,,,
,,,,,,
0.452676187,0,,,,,
,,,,,,
-0.127879485,0,,,,,
,,,,,,
-0.211568677,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.018747589,0,,,,,
,,,,,,
0.331939701,0,,,,,
,,,,,,
0.556146339,0,,,,,
,,,,,,
0.619648489,0,,,,,
,,,,,,
0.426728139,0,,,,,
,,,,,,
0.07604085,0,,,,,
,,,,,,
-0.143972817,1,,,,,
,,,,,,
0.023221175,0,,,,,
,,,,,,
0.248980892,0,,,,,
,,,,,,
0.448708208,0,,,,,
,,,,,,
0.501516842,1,,,,,
,,,,,,
0.436643163,1,,,,,
,,,,,,
0.367767607,0,,,,,
,,,,,,
0.859534113,1,,,,,
,,,,,,
0.990515707,0,,,,,
,,,,,,
0.858118787,0,,,,,
,,,,,,
1.00606379,1,,,,,
,,,,,,
0.898524123,0,,,,,
,,,,,,
0.418182846,1,,,,,
,,,,,,
0.902857208,0,,,,,
,,,,,,
1.215742211,1,,,,,
,,,,,,
1.095538689,0,,,,,
,,,,,,
0.939552125,1,,,,,
,,,,,,
0.516073948,1,,,,,
,,,,,,
0.737634596,0,,,,,
,,,,,,
0.787960543,1,,,,,
,,,,,,
1.081855594,1,,,,,
,,,,,,
1.401162412,1,,,,,
,,,,,,
1.443203643,0,,,,,
,,,,,,
1.14897383,0,,,,,
,,,,,,
0.698645489,1,,,,,
,,,,,,
0.530152431,0,,,,,
,,,,,,
0.244226266,1,,,,,
,,,,,,
0.180422499,1,,,,,
,,,,,,
0.561186803,0,,,,,
,,,,,,
0.842433859,1,,,,,
,,,,,,
1.531050749,1,,,,,
,,,,,,
1.881737082,0,,,,,
,,,,,,
1.795598863,1,,,,,
,,,,,,
1.52956569,0,,,,,
,,,,,,
1.03156629,1,,,,,
,,,,,,
1.21638322,1,,,,,
,,,,,,
1.262689418,1,,,,,
,,,,,,
1.781608963,1,,,,,
,,,,,,
2.369837847,0,,,,,
,,,,,,
2.292941411,0,,,,,
,,,,,,
2.293223358,0,,,,,
,,,,,,
1.646613756,0,,,,,
,,,,,,
0.876838805,0,,,,,
,,,,,,
0.221518817,0,,,,,
,,,,,,
-0.155889961,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.13615309,0,,,,,
,,,,,,
0.045319814,0,,,,,
,,,,,,
0.232274897,0,,,,,
,,,,,,
0.302365477,1,,,,,
,,,,,,
0.201996002,1,,,,,
,,,,,,
0.495613155,0,,,,,
,,,,,,
0.733871061,1,,,,,
,,,,,,
1.082487012,1,,,,,
,,,,,,
1.094705897,1,,,,,
,,,,,,
1.048642892,0,,,,,
,,,,,,
1.373833962,0,,,,,
,,,,,,
1.652845041,0,,,,,
,,,,,,
1.834720696,0,,,,,
,,,,,,
1.3384285,0,,,,,
,,,,,,
0.576831097,1,,,,,
,,,,,,
0.116140229,0,,,,,
,,,,,,
0.399024084,1,,,,,
,,,,,,
0.557462352,1,,,,,
,,,,,,
0.955560393,0,,,,,
,,,,,,
1.007396729,1,,,,,
,,,,,,
1.445591086,0,,,,,
,,,,,,
1.787750174,0,,,,,
,,,,,,
1.707865085,0,,,,,
,,,,,,
1.002885988,1,,,,,
,,,,,,
0.707095145,1,,,,,
,,,,,,
0.824085431,0,,,,,
,,,,,,
1.287464205,0,,,,,
,,,,,,
1.793890664,0,,,,,
,,,,,,
2.221298073,0,,,,,
,,,,,,
1.661726824,0,,,,,
,,,,,,
0.821982827,0,,,,,
,,,,,,
0.237475233,1,,,,,
,,,,,,
-0.124523775,1,,,,,
,,,,,,
-0.05547935,1,,,,,
,,,,,,
0.771946526,0,,,,,
,,,,,,
0.904875649,1,,,,,
,,,,,,
0.991851956,1,,,,,
,,,,,,
0.8822422,0,,,,,
,,,,,,
0.596305547,0,,,,,
,,,,,,
0.525476063,0,,,,,
,,,,,,
0.509454516,1,,,,,
,,,,,,
0.38852768,1,,,,,
,,,,,,
0.716789683,0,,,,,
,,,,,,
1.411814474,0,,,,,
,,,,,,
1.584413727,0,,,,,
,,,,,,
1.47332939,1,,,,,
,,,,,,
1.121175257,0,,,,,
,,,,,,
0.774554752,0,,,,,
,,,,,,
0.872942783,1,,,,,
,,,,,,
1.166397074,1,,,,,
,,,,,,
0.82244453,0,,,,,
,,,,,,
0.846555553,0,,,,,
,,,,,,
0.76722332,1,,,,,
,,,,,,
0.766670134,0,,,,,
,,,,,,
0.987689602,0,,,,,
,,,,,,
0.838662198,1,,,,,
,,,,,,
0.91615233,0,,,,,
,,,,,,
0.641235078,0,,,,,
,,,,,,
0.439746504,1,,,,,
,,,,,,
0.391610939,0,,,,,
,,,,,,
0.450835261,1,,,,,
,,,,,,
0.942876146,1,,,,,
,,,,,,
1.054169096,0,,,,,
,,,,,,
0.931792104,0,,,,,
,,,,,,
0.725060981,0,,,,,
,,,,,,
0.353276308,0,,,,,
,,,,,,
0.212106632,0,,,,,
,,,,,,
-0.032922861,0,,,,,
,,,,,,
-0.217700868,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.251691663,0,,,,,
,,,,,,
-0.049281895,0,,,,,
,,,,,,
0.251892099,0,,,,,
,,,,,,
0.346567478,1,,,,,
,,,,,,
0.169486863,0,,,,,
,,,,,,
0.266526178,0,,,,,
,,,,,,
0.466001654,0,,,,,
,,,,,,
0.524339558,1,,,,,
,,,,,,
0.35327622,0,,,,,
,,,,,,
0.04011252,0,,,,,
,,,,,,
0.12142122,0,,,,,
,,,,,,
0.207403345,0,,,,,
,,,,,,
0.064409707,0,,,,,
,,,,,,
-0.106565931,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.163036452,1,,,,,
,,,,,,
0.502183046,0,,,,,
,,,,,,
0.899639407,0,,,,,
,,,,,,
1.088811948,0,,,,,
,,,,,,
1.023451984,0,,,,,
,,,,,,
0.396166626,1,,,,,
,,,,,,
0.091808442,0,,,,,
,,,,,,
0.01206662,0,,,,,
,,,,,,
0.059536105,1,,,,,
,,,,,,
0.148457162,1,,,,,
,,,,,,
0.269050962,0,,,,,
,,,,,,
